name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange,regiao,instagramUrl,instagram_profile_url,instagram_user_id,seguidores,perfil_do_lead,punch_line
Temperao Lanches | FLORIANOPOLIS | iFood,https://www.ifood.com.br/delivery/florianopolis-sc/temperao-lanches-costeira-do-pirajubae/72db2e2c-f58d-45f2-b41a-ed5e4c179890,48996721811,95876256000173,Avenida Governador Jorge Lacerda 1408,Costeira do Pirajubaé,88047003,4.7,,"""Lanches""","""$$""",Florianópolis,https://www.instagram.com/temperaochoppbar/,https://www.instagram.com/temperaochoppbar/,1967039468,,"O perfil parece ser de um estabelecimento gastronômico em Florianópolis, especializado em lanches, pizzas e drinks. A frequência de posts sugere uma presença ativa nas redes sociais, com foco em vídeos. Os destaques organizam o conteúdo em categorias específicas, indicando uma variedade de ofertas no cardápio.","Considere explorar como os vídeos podem destacar ainda mais a experiência gastronômica única que o Temperao Lanches oferece em Florianópolis, talvez mostrando o preparo dos lanches ou a interação com os clientes."
Presentes - UM44 | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/presentes---um44-vila-mariana/c139427e-a821-4027-adc2-e5c3acefa10b,11969299287,40191155000177,R. Trabiju 18,Vila Mariana,04126050,4.5,aquino.kal@gmail.com,"""Mercado""","""$""",SP,undefined,,,,,
Bebajá Adega &amp; Cia. | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/bebaja-adega--cia-rio-pequeno/000c7a2b-074b-40c6-8870-f3eeec5fd580,11983395922,59201528000171,Rua Jorge Ward 447,Rio Pequeno,05386160,5,ricardo.douglasvw@gmail.com,"""Mercado""","""$""",SP,undefined,,,,,
Lojas Guerrero | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/lojas-guerrero-vila-do-encontro/05276ed7-75b3-4115-9b06-9dc37a834e85,11984311607,,Av. Eng. Armando de Arruda Pereira 3632,Vila do Encontro,04325000,5,,,"""CHEAPEST""",SP,undefined,,,,,
"Felicity Atelie - Cestas, Flores e Presentes | SAO PAULO | iFood",https://www.ifood.com.br/delivery/sao-paulo-sp/felicity-atelie---cestas-flores-e-presentes-santo-amaro/192d58ec-43a7-461d-ab19-19a092572324,11947841813,,Rua Carlos Gomes 714,Santo Amaro,04743050,5,,,"""CHEAPEST""",SP,undefined,,,,,
Ampm Piqueri (posto Ipiranga) | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/ampm-piqueri-posto-ipiranga-freguesia-do-o/1d1523bb-b2ec-4b8c-8491-40e538443e5f,11983651254,60949062000176,Avenida Paula Ferreira 705,Freguesia do Ó,02915000,5,,"""Mercado""","""$""",SP,undefined,,,,,
Fast Flores - Brooklin | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/fast-flores---brooklin-chacara-santo-antonio-zona-sul/1fe98758-6000-4fc1-8a8b-b7ef093bb575,11988305325,,Rua Paul Valery 47,Chácara Santo Antônio (Zona Sul),04719050,5,,,"""CHEAPEST""",SP,undefined,,,,,
Raquel Oliveira Joias Osasco | OSASCO | iFood,https://www.ifood.com.br/delivery/osasco-sp/raquel-oliveira-joias-osasco-centro/24365bb3-415a-4284-96dc-0989bcebd43d,11988012653,,NATANAEL TITO SALMON 0,Centro,06016070,5,,,"""CHEAPEST""",SP,undefined,,,,,
iDrunk Adega &amp; Bebidas 24h | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/idrunk-adega--bebidas-24h-jardim-franca/2d3d2e56-a944-47ff-bd9c-67d4c498beda,11951696876,,Rua Vaz Muniz 370,Jardim Franca,02337000,5,,,"""EXPENSIVE""",SP,undefined,,,,,
Cestas e Presentes Paty | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/cestas-e-presentes-paty-jardim-dos-francos/2f5e96c3-04e8-423c-b896-c73e13069811,11933577248,54471408000170,Rua Ari Carneiro Fernandes 5891,Jardim dos Francos,02874000,5,josueltiodosiodeoliveira5@gmail.com,"""Mercado""","""$""",SP,undefined,,,,,
Amarilis Flores | SAO BERNARDO DO CAMPO | iFood,https://www.ifood.com.br/delivery/sao-bernardo-do-campo-sp/amarilis-flores-suisso/314b8241-ca29-427d-8154-dca3763e4ac8,11973020679,,Avenida do Taboão 2222,Suísso,09655000,5,,,"""CHEAPEST""",SP,undefined,,,,,
Cestas Presentes Flores - Cestas Caprich | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/cestas-presentes-flores---cestas-caprich-conjunto-promorar-estrada-da-parada/44d89f8a-b12b-4758-8331-8643b4fc5d9f,11959304217,,Rua Clara Nunes 480,Conjunto Promorar Estrada da Parada,02873000,5,,,"""CHEAPEST""",SP,undefined,,,,,
Cestas e Presentes  Cravo Canela | SANTO ANDRE | iFood,https://www.ifood.com.br/delivery/santo-andre-sp/cestas-e-presentes--cravo-canela-jardim-santo-antonio/461dcc4d-7730-4577-80cc-4c18fc4d1175,11997662334,,Rua Água Grande 269,Jardim Santo Antônio,09240300,5,,,"""CHEAPEST""",SP,undefined,,,,,
Felicity Presentes - Santo Amaro | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/felicity-presentes---santo-amaro-santo-amaro/4653337a-68cd-4882-a6ae-a4d2e5de5cc2,11947841813,,Rua Carlos Gomes 714,Santo Amaro,04743050,5,,,"""CHEAPEST""",SP,undefined,,,,,
"Canecas, Cestas &amp; Presentes Pôr do Sol | SAO PAULO | iFood",https://www.ifood.com.br/delivery/sao-paulo-sp/canecas-cestas--presentes-por-do-sol-americanopolis/4cf9adb6-c659-4434-9732-6feaa462249b,11937039766,,Rua Professor Flávio da Fonseca 135,Americanópolis,04405090,5,,,"""CHEAPEST""",SP,undefined,,,,,
Adega Resenha da Vila | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/adega-resenha-da-vila-jardim-rio-pequeno/4d9e65c1-9275-4d92-ba84-b66219dca80a,11984932166,20386949000189,Rua Manoel Dias Amaro 210,Jardim Rio Pequeno,05388060,5,vprborba28@gmail.com,"""Mercado""","""$""",SP,undefined,,,,,
Patalivery Petshop | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/patalivery-petshop-jardim-vergueiro/6419392b-c6d9-422f-aef8-c50c66e74a11,11939196565,,Rua João da Veiga 229,Jardim Vergueiro,05818290,5,,,"""CHEAPEST""",SP,undefined,,,,,
World Tennis Grand Plaza Shopping | SANTO ANDRE | iFood,https://www.ifood.com.br/delivery/santo-andre-sp/world-tennis-grand-plaza-shopping-jardim/762a5474-0bfa-4fd8-b453-264926c17a96,11958101777,,Av. Industrial 700,Jardim,09080500,5,,,"""CHEAPEST""",SP,undefined,,,,,
Victória Flores Floricultura | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/victoria-flores-floricultura-jardim-campo-limpo/8018fa8d-b036-47c3-8794-46a66606fc61,11946143887,,Estr. do Campo Limpo 4421,Jardim Campo Limpo,05787000,5,,,"""CHEAPEST""",SP,undefined,,,,,
Conveniencia Menezes | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/conveniencia-menezes-vila-marari/8437323c-0164-4586-9e46-a147281966cb,11959014584,45726950000136,Rua Guiomar Branco da Silva 548,Vila Marari,04402190,4.9,lucasmenezes4t@gmail.com,"""Mercado""","""$""",SP,undefined,,,,,
"Cestas Balaio de Gato - Presentes,cestas | SAO PAULO | iFood",https://www.ifood.com.br/delivery/sao-paulo-sp/cestas-balaio-de-gato---presentescestas-jardim-bichinhos/b1633912-0c67-4d92-88a0-a6d8fdfa1ff3,11974277708,,Rua Antônio Auzoni 11,Jardim Bichinhos,04821440,4.8,,,"""CHEAPEST""",SP,undefined,,,,,
floricultura Antuerpia flores e presentes  | SAO BERNARDO DO CAMPO | iFood,https://www.ifood.com.br/delivery/sao-bernardo-do-campo-sp/floricultura-antuerpia-flores-e-presentes-anchieta/bff6252e-92a5-4beb-a2a9-61a279aad5f6,11972829683,,Avenida Senador Vergueiro 2861,Anchieta,09601000,5,,,"""MOST_EXPENSIVE""",SP,undefined,,,,,
iDrunk Adega &amp; Bebidas 24h – Tucuruvi | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/idrunk-adega--bebidas-24h--tucuruvi-tucuruvi/c20daf2b-82b7-4c2d-83de-819b39cea2b2,11951696876,,Rua Búzios 16,Tucuruvi,02337010,5,,,"""CHEAPEST""",SP,undefined,,,,,
Bee Flores e Cestas - Brooklin | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/bee-flores-e-cestas---brooklin-chacara-santo-antonio-zona-sul/c868a138-c542-43c6-88e0-bbf3d9a84438,11988305325,,Rua Paul Valery 47,Chácara Santo Antônio (Zona Sul),04719050,5,,,"""CHEAPEST""",SP,undefined,,,,,
Presentes e Festas Patricia Andrade | TABOAO DA SERRA | iFood,https://www.ifood.com.br/delivery/taboao-da-serra-sp/presentes-e-festas-patricia-andrade-parque-assuncao/d33dfabd-2c9b-43e7-90fd-59f1bf508d99,11986123511,,"Rua das Camélias, 261 261",Parque Assuncao,06754110,5,,,"""CHEAPEST""",SP,undefined,,,,,
Vegan&#x27;oz Empório | OSASCO | iFood,https://www.ifood.com.br/delivery/osasco-sp/veganoz-emporio-centro/d44f82a0-4c5c-41fb-9584-f3a226ccf602,11998050329,,Rua Narciso Sturlini 490,Centro,06018090,5,,,"""CHEAPEST""",SP,undefined,,,,,
Ágape Cestas e Presentes - Agape Cestas | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/agape-cestas-e-presentes---agape-cestas-perdizes/d48185c7-1fa6-4d24-800c-5ba5c1d26305,11969781873,,Rua Palestra Itália 500,Perdizes,05005030,5,,,"""CHEAPEST""",SP,undefined,,,,,
Doce Encanto Presentes (são Paulo) | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/doce-encanto-presentes-sao-paulo-jardim-maria-duarte/dd5694b4-b831-4b5a-b1eb-394da01aeedb,11973779717,,Estrada dos Mirandas 315,Jardim Maria Duarte,05752001,5,,,"""CHEAPEST""",SP,undefined,,,,,
Cesta Café da Manhã Presentes Buquês Fora Da Caixa  | SAO BERNARDO DO CAMPO | iFood,https://www.ifood.com.br/delivery/sao-bernardo-do-campo-sp/cesta-cafe-da-manha-presentes-buques-fora-da-caixa-taboao/ddaa4ebb-702f-485e-a77d-e8e41f5a01c5,11970433982,,Avenida do Taboão 120,Taboão,09661010,5,,,"""CHEAPEST""",SP,undefined,,,,,
Villa Parma | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/villa-parma-jardim-vera-cruz/abf19514-80d3-432c-9c34-dfb3acfe5e7e,11987350054,10369458000176,RUA MINISTRO SINESIO ROCHA 785,JARDIM VERA CRUZ,05030000,4.6,contservcontabil@terra.com.br,"""Comida Brasileira""","""$$$""",SP,https://www.instagram.com/ifoodbrasil,,,,,
Ágape Salgados | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/agape-salgados-higienopolis/1a924f6f-bfe5-488b-bd1d-915fa53bae61,11974574965,48462548000180,Rua Bahia 1232,Higienópolis,01244000,4.9,marcia.f.s@hotmail.com,"""Salgados""","""$""",SP,https://www.instagram.com/ifoodbrasil,,,,,
Restaurante Bendita Comida | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/restaurante-bendita-comida-bela-vista/6c59c846-012e-452d-bb59-81c1dcdf9651,11964327972,31947550000146,Rua Japurá 208,Bela Vista,01319030,4.1,ggrodrigues.juliano@gmail.com,"""Marmita""","""$""",SP,https://www.instagram.com/ifoodbrasil,,,,,
Tabacaria Pinheiros-Seda Smoking Brown Carregador de Celular Iphone eTipo C incenso | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/tabacaria-pinheiros-seda-smoking-brown-carregador-de-celular-iphone-etipo-c-incenso-pinheiros/ab7d5a6d-c055-4c86-aa27-e07ed01f485b,11971212000,27627762000179,Rua Fernão Dias 526,Pinheiros,05427001,4.7,,"""Mercado""","""$""",SP,https://www.instagram.com/ifoodbrasil,,,,,
Ultrafarma - São João Climaco | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/ultrafarma---sao-joao-climaco-sao-joao-climaco/1a14817b-9595-4187-bb43-df38b289deea,11978004846,,R. Tito Oliani 1020,São João Climaco,04256000,5,,,"""CHEAPEST""",SP,,,,,,
Drogaria Vera Cruz - Vila Maria | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/drogaria-vera-cruz---vila-maria-vila-maria/8cfb5c6e-b5a8-4965-8376-025454932b99,11949390936,,Avenida Guilherme Cotching 1531,Vila Maria,02113015,5,,,"""CHEAPEST""",SP,,,,,,
Bazar Notas e Cores | GUARULHOS | iFood,https://www.ifood.com.br/delivery/guarulhos-sp/bazar-notas-e-cores-vila-augusta/b51407fb-b678-4f9e-a938-6ccaf5021a36,11959896493,,R. Santa Izabel 475,Vila Augusta,07023022,5,,,"""CHEAPEST""",SP,,,,,,
Central Pet | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/central-pet-ipiranga/c8472cfa-137a-40a8-b8c6-84b4b30c8714,11986495157,,Estrada das Lágrimas 1693,Ipiranga,04232000,5,,,"""CHEAPEST""",SP,,,,,,
Panvel Farmácias - Shopping Marketplace - 808 | SAO PAULO | iFood,https://www.ifood.com.br/delivery/sao-paulo-sp/panvel-farmacias---shopping-marketplace---808-vila-gertrudes/fdbc568a-caff-46a4-85b2-4ff16f981d03,11972857286,,Avenida das Nações Unidas 13947,Vila Gertrudes,04794905,5,,,"""CHEAPEST""",SP,,,,,,
Balbinos Burguer | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/balbinos-burguer-campo-dos-alemaes/31af25ed-0a17-433c-9901-ae81c56f2e43,12988051043,23638595000100,Avenida Maria de Lourdes Medeiros de Assis 620,Campo dos Alemães,12239580,4.9,doug.balbino@yahoo.com.br,"""Lanches""","""$""",,,,,,,
Super Temaki | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/super-temaki-jardim-satelite/9d622879-5277-4394-b92c-1cb0fd024fb4,12988449600,49143395000170,Avenida Iguape 209,Jardim Satélite,12230720,4.6,lucasrestadm@gmail.com,"""Comida Japonesa""","""$$$""",,,,,,,
Sanzé Burguer | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/sanze-burguer-vila-industrial/7b6a238e-8588-4bf9-9f53-8c96c0a61832,12982220960,49114402000106,Rua Doutor Adhemar Figueiredo Lira 277,Vila Industrial,12220470,4.9,fernando_matsumura@hotmail.com,"""Hambúrguer""","""$$""",,,,,,,
Sara Sushi | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/sara-sushi-bosque-dos-eucaliptos/556f547e-9231-444a-9a32-8d7098fcfb10,12988014540,24664069000188,Avenida Andrômeda 3048,Bosque dos Eucaliptos,12233000,4.9,crpcontabil@gmail.com,"""Comida Japonesa""","""$$$""",,,,,,,
Galito Salgados - Churros e Pastéis | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/galito-salgados---churros-e-pasteis-campo-dos-alemaes/588f3af5-6eda-40eb-9ad1-ef6eb496434a,12988676282,25331070000153,Avenida dos Evangelicos 1480,Campo dos Alemães,12239060,4.5,andre.lemonis90@gmail.com,"""Salgados""","""$""",,,,,,,
Rei do Açai | São José dos Campos | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/rei-do-acai-bosque-dos-eucaliptos/74dde208-f99c-4e06-bb90-2bbbfaffeb7e,12981336986,28267212000159,Av ouro fino  818,Bosque dos Eucaliptos,12233400,4.8,krueger_joao97@hotmail.com,"""Açaí""","""$$""",,,,,,,
K&amp;k Marmitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kk-marmitaria-bosque-dos-eucaliptos/bef91fc5-4c30-41cd-a450-bf28c7ef3eb5,12981336986,23250331000185,Av ouro fino  818,Bosque dos Eucaliptos,12233400,4.7,luiz_saopaulo10@hotmail.com,"""Marmita""","""$""",,,,,,,
Açaíteria do Monstro | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/acaiteria-do-monstro-bosque-dos-eucaliptos/1e3537f4-b540-421b-a819-8c8daaf605a8,12981336986,44869596000136,Avenida Ouro Fino 818,Bosque dos Eucaliptos,12233400,4.7,pattykrueger@hotmail.com,"""Açaí""","""$$$""",,,,,,,
K&amp;k Açaiteria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kk-acaiteria-bosque-dos-eucaliptos/570e84cc-d4ea-4127-9f51-3d4039cccbe5,12981336986,23250331000185,Av ouro fino  818,Bosque dos Eucaliptos,12233400,4.9,luiz_saopaulo10@hotmail.com,"""Açaí""","""$""",,,,,,,
Nega Maluca Festas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/nega-maluca-festas-jardim-satelite/8bee7775-8055-4def-b02a-76dd0635e9be,12988741030,21226605000175,AV IGUAPE 605,JARDIM SATELITE,12230720,4.9,sandrarsf@hotmail.com,"""Doces &amp; Bolos""","""$$$""",,,,,,,
Rei do Açaí - Zona Leste | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/rei-do-acai---zona-leste-jardim-ismenia/8d1711c5-22d0-4142-bcf5-dca3419d0310,12997910613,63281221000103,Avenida Barbacena 879,Jardim Ismênia,12221000,4.8,,"""Açaí""","""$""",,,,,,,
Rei do Filét &amp; Pizzaria 506 | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/rei-do-filet--pizzaria-506-jardim-esplanada/c0b62c65-9bef-4de6-a547-18bfb2f3bb69,12987107080,04803164000108,Avenida São João 506,JARDIM ESPLANADA,12242840,4.9,,"""Comida Brasileira""","""$$$$$""",,,,,,,
Titan Burger | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/titan-burger-jardim-satelite/2df241fe-2f11-4fa5-a1db-ddf5e35552db,12981783954,58299977000131,R. Cabo Frio 100,Jardim Satélite,12230800,4.5,allanalex744@gmail.com,"""Lanches""","""$""",,,,,,,
O Pantaneiro | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/o-pantaneiro-jardim-das-industrias/2f53d00a-8118-498f-9a74-0f17994a51e6,12988257190,46461367000103,Rua Nelson César de Oliveira 111,Jardim das Indústrias,12240220,4.9,ednaldomorais35@hotmail.com53,"""Comida Brasileira""","""$""",,,,,,,
Monster Burguer - Pq. Industrial | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/monster-burguer---pq-industrial-parque-industrial/398fea3e-6474-474b-94f3-72fc24c83f91,12996212792,36746467000122,Rua Sena Madureira 827,Parque Industrial,12237020,4.9,andremsena@gmail.com,"""Lanches""","""$$$""",,,,,,,
Senhor dos Lanches | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/senhor-dos-lanches-bosque-dos-eucaliptos/3ea887f5-3919-45cf-88c2-eb032e2a52cd,12981336986,28267212000159,Av ouro fino 818,Bosque dos Eucaliptos,12233400,4.7,krueger_joao97@hotmail.com,"""Lanches""","""$""",,,,,,,
Pizzaria Pin Pizzas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-pin-pizzas-jardim-oriente/41cbf9aa-b11f-4548-aeee-60591ee504d1,12988341360,30399597000150,Rua Tottoni 593,Jardim Oriente,12236020,4.5,edineiamaria2008@hotmail.com,"""Pizza""","""$""",,,,,,,
Carangos Burger - Lanches e Açaí | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/carangos-burger---lanches-e-acai-jardim-das-industrias/a92d9543-1280-4429-9abf-676406ec22a9,12988016647,27098539000181,Avenida Engenheiro Francisco Prestes Maia 845,Jardim das Indústrias,12240680,4.8,priscila-lobo@hotmail.com,"""Lanches""","""$""",,,,,,,
Zangão Lanches | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/zangao-lanches-cidade-morumbi/abef5b63-6ec4-4915-b785-0a4279664e51,12982131562,35016812000100,Avenida Elisio Galdino Sobrinho 169,Cidade Morumbi,12236740,4.9,carlosmedeiro@ig.com.br,"""Lanches""","""$""",,,,,,,
A Caseira Marmitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/a-caseira-marmitaria-conjunto-residencial-trinta-e-um-de-marco/b81c30c4-dd82-4462-a162-4a26421ed9a0,12982650485,31584257000161,Avenida George Eastman 1095,Conjunto Residencial Trinta e Um de Marco,12237640,4.7,iadineoliveira2@gmail.com,"""Marmita""","""$""",,,,,,,
Dgustee Cozinha Artesanal - Marmitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/dgustee-cozinha-artesanal---marmitaria-jardim-oriente/f56c4113-7bf4-44c3-9446-20b12eaf7344,12982191335,36523598000140,Rua Tottoni 606,Jardim Oriente,12236020,4.8,taty.oliveira2406@gmail.com,"""Marmita""","""$""",,,,,,,
Marmitaria Primatas Food - Marmitas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria-primatas-food---marmitas-cidade-morumbi/99c97a47-bae7-4a7e-8992-f9cca0c4e873,12991270931,50039745000132,Rua Zélia Albuquerque dos Santos 320,Cidade Morumbi,12236680,4.9,danilofares.comercial@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
K&amp;k Combos Delivery | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kk-combos-delivery-bosque-dos-eucaliptos/a9b16058-18f2-4f27-babf-99b0725d86d3,12981336986,44869596000136,Avenida Ouro Fino 822,Bosque dos Eucaliptos,12233400,4.7,pattykrueger@hotmail.com,"""Lanches""","""$$""",,,,,,,
K&amp;k Pizzaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kk-pizzaria-bosque-dos-eucaliptos/aee47055-4cb9-4652-82bf-e60582f003bb,12981336986,28267212000159,Av ouro fino  818,Bosque dos Eucaliptos,12233400,4.8,krueger_joao97@hotmail.com,"""Pizza""","""$$""",,,,,,,
Feijoada da Vó Alda | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/feijoada-da-vo-alda-vila-ema/e504a492-2a40-4696-8f46-2d10ab768049,12987121020,34774290000142,Rua Euclides da Cunha 120,Vila Ema,12243580,4.9,feijoadadavoalda@gmail.com,"""Comida Brasileira""","""$$$$""",,,,,,,
Kiosque Kalango | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kiosque-kalango-urbanova/01a3c99e-1a61-43cd-b013-42428a16bb03,12988037188,48951572000182,Avenida Shishima Hifumi 1830,Urbanova,12244000,4.9,juliana.peresdebarros@gmail.com,"""Açaí""","""$""",,,,,,,
Os Dogueiros | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/os-dogueiros-conjunto-residencial-trinta-e-um-de-marco/02b03247-7eb3-467d-999c-20ac6d2c2ca3,12988133247,29235872000110,Rua Icatu 880,Conjunto Residencial Trinta e Um de Março,12237010,4.9,helderr.assis@gmail.com,"""Lanches""","""$$""",,,,,,,
Pizzaria e Esfiharia Rosas de Saron | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-e-esfiharia-rosas-de-saron-jardim-veneza/0e229c9c-3db4-4c66-bdb1-40cb34d8a68a,12982158948,38000418000171,Rua José Francisco Pereira Sáles 364,Jardim Veneza,12237090,4.9,mau123lopes@gmail.com,"""Pizza""","""$""",,,,,,,
Restaurante São Dimas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante-sao-dimas-jardim-sao-dimas/0e968dde-6a12-4001-bc4a-c71e32182181,12988886499,52099734000173,Brigadeiro osvaldo nascimento leal 84,JARDIM SAO DIMAS,12245200,4.7,adriana_lima.sjc@hotmail.com,"""Marmita""","""$""",,,,,,,
Kiko Pizzaria e Lancheria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kiko-pizzaria-e-lancheria-parque-industrial/37324930-29e4-4a2e-b6cd-5ff5d27d75a8,12992616742,06651971000188,RUA PALMARES 24,PARQUE INDUSTRIAL,12235620,4.8,,"""Lanches""","""$$""",,,,,,,
Najab Pizzas Esfihas Pastéis e Salgados | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/najab-pizzas-esfihas-pasteis-e-salgados-bsq-dos-eucaliptos/4bee8cc8-1df7-454e-9fa1-5d94996f7c30,12991047031,26394533000199,Rua Sumaré 274,Bsq Dos Eucaliptos,12233770,4.7,aguianjos@gmail.com,"""Pastel""","""$$""",,,,,,,
Altas Horas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/altas-horas-bosque-dos-eucaliptos/eb2c0d3b-99ce-4fb8-8492-57b0b3c1f12a,12988905457,51276599000121,RUA JOSE ARMANDO DE OLIVEIRA GOMES 101,Bosque dos Eucaliptos,12233630,4.8,rebecaamparo6@gmail.com,"""Lanches""","""$$""",,,,,,,
Tango Choripan - Lanches | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/tango-choripan---lanches-jardim-satelite/f352d223-5585-4fff-a1c9-aaafb25d8f67,12988646838,47868417000134,Avenida Cassiopéia 296,Jardim Satélite,12230010,4.8,tangochoripan@gmail.com,"""Lanches""","""$""",,,,,,,
Terraço&#x27;s Marmitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/terracos-marmitaria-jardim-satelite/1bfadb69-44b2-43a7-b739-bc7dae52d2c9,12998541633,30001422000142,Rua Antônio Aleixo da Silva 490,Jardim Satélite,12231650,4.5,cleicyribeiro0@gmail.com,"""Marmita""","""$""",,,,,,,
Burlover Hamburgueria - Sjc | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/burlover-hamburgueria---sjc-parque-industrial/6b52e6a1-cb3b-45ae-9ca6-3614d3ba1ea3,12997021401,24630630000108,Rua Sena Madureira 947,Parque Industrial,12237020,4.9,jeffersonnike01@gmail.com,"""Lanches""","""$$""",,,,,,,
Pizzaria Di Vanna | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-di-vanna-cidade-morumbi/88d3802c-faf0-4aaa-9fab-21f585aa6a8b,12992608553,45493702000192,Av. Eliane Maria Barbiere Soares 383,Cidade Morumbi,12236570,4.9,marcossilvalimasjc5@gmail.com,"""Pizza""","""$""",,,,,,,
