name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange
Pizzaria Pappinne | CARIACICA | iFood,https://www.ifood.com.br/delivery/cariacica-es/pizzaria-pappinne-vila-palestina/04e96d2d-98a4-4d40-abaa-5b4828e7e5cc,997044669,60354930000175,Rua das Cruzadas 158,Vila Palestina,29145820,4.6,false,"""Pizza""","""$"""
Zé Coxinha | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/ze-coxinha-de-lourdes/0f022de3-b97c-4b8a-86bb-2b346c045fb6,996279874,43923967000158,Avenida Marechal Campos 459,de Lourdes,29042755,4.7,false,"""Salgados""","""$"""
Cavendish - Restaurante | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/cavendish---restaurante-praia-das-gaivotas/3d461627-33c6-4a29-828d-1cc64012b175,999175024,24814585000141,Rua Sebastião Silveira 16,Praia das Gaivotas,29102571,4.7,false,"""Comida Brasileira""","""$"""
Casa de Bolos - Santa Lúcia | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/casa-de-bolos---santa-lucia-santa-lucia/44b8e589-bf60-454e-affb-f53988e109e3,31000606,22287951000126,RUA EUGENIO NETTO 577,SANTA LUCIA,29056240,4.8,false,"""Doces &amp; Bolos""","""$"""
Los Hermanos Burger - Hamburgueria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/los-hermanos-burger---hamburgueria-sao-jose/73ea948d-a4cc-4663-887c-a58946128ced,992458906,58132768000107,Rodovia Serafim Derenzi 5270,São José,29031800,4.8,false,"""Lanches""","""$"""
Habitué Pizza Fit e Saudável - Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/habitue-pizza-fit-e-saudavel---vitoria-bento-ferreira/79567543-4dcb-40a4-bb18-5308bd9d4a1a,997642596,57902965000197,RUA CHAFIC MURAD 218,BENTO FERREIRA,29050660,4.8,false,"""Comida Saudável""","""$"""
Mamute Itacibá | CARIACICA | iFood,https://www.ifood.com.br/delivery/cariacica-es/mamute-itaciba-itaciba/90989317-fc87-4c51-b0ce-af303bac25bd,999308503,37968459000193,Rua Cleto Trancoso 27,Itacibá,29150080,5,false,"""Açaí""","""$"""
Franguinho no Box - Frango Frito   | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/franguinho-no-box---frango-frito-maruipe/98037fda-1fce-4d1f-b255-c7371b65b934,995186762,46706796000101,Avenida Coronel José Martins de Figueiredo 500,Maruípe,29043060,4.8,false,"""Frangos""","""$"""
Grâ Filé Grill e Churrasco Marmitex | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/gra-file-grill-e-churrasco-marmitex-vila-rubim/9a5fea9f-4fe4-444f-bf25-9df674572e5a,995246064,45645599000159,TRAVESSA JAIR MIRANDA 30,VILA RUBIM,29025024,4.6,false,"""Comida Brasileira""","""$"""
Gb Burger | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/gb-burger-vila-garrido/a20cb66e-0d74-4ce7-b7e5-68a3e464f53a,988699336,31602432000104,Rua Ângelo Frasson 280,Vila Garrido,29116380,4.9,false,"""Lanches""","""$"""
FRANGUINHO TOP | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/franguinho-top-itarare/acc28c13-0e32-4576-a187-b5b5127bc595,995195176,36894972000114,Avenida Robert Kennedy 59,Itararé,29047700,4.9,false,"""Lanches""","""$$"""
Spot Grill Delivery | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/spot-grill-delivery-monte-belo/be65df42-31cb-4058-9c10-4454ba1dd56d,40032665,57705021000120,Avenida Jair Etienne Dessaune 540,Monte Belo,29053325,4.6,false,"""Marmita""","""$"""
Ricks Burger | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/ricks-burger-soteco/d8654343-e65e-45d3-b486-3e38a01386d6,997632927,42404404000190,AVENIDA MINISTRO SALGADO FILHO 1672,SOTECO,29106010,4.9,false,"""Lanches""","""$$$$"""
Espeteria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/espeteria-mata-da-praia/dc9f3003-d67d-4e86-8cf0-6aef7dc4a83c,981198171,25179745000190,Rua Aristóbulo Barbosa Leão 440,Mata da Praia,29066300,4.9,false,"""Carnes""","""$$$"""
Marmitaria Express | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/marmitaria-express-maruipe/f3fd7e0d-4e95-4aa3-853f-175489501a80,997749158,33534794000122,Avenida Coronel José Martins de Figueiredo 1100,Maruípe,29043060,4.7,false,"""Marmita""","""$"""
Dimi Açaí Vix | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/dimi-acai-vix-caratoira/0cda2283-8b81-45fc-8f5d-7b8256b4294f,998619566,19540781000135,Rua José Bitencourt 253,Caratoíra,29025664,4.9,false,"""Açaí""","""$"""
Prazerito Restaurante | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/prazerito-restaurante-ibes/365df306-456f-40e2-8dca-faefb60c02a9,997654960,48013522000154,Avenida Nossa Senhora da Penha 98,Ibes,29108330,4.8,false,"""Comida Brasileira""","""$"""
Outback Burgers - Shopping Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/outback-burgers---shopping-vitoria-enseada-do-sua/5d0f27dc-000a-4d2a-8ad6-60624e568aec,34427594,17261661005051,Avenida Américo Buaiz 200,Enseada do Suá,29050902,4.7,false,"""Lanches""","""$"""
Cookies do Dio - Fábrica | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/cookies-do-dio---fabrica-maria-ortiz/75afd06d-d99a-4e07-b554-63a0634f75c9,997064871,41380568000162,Rua Professor Geraldo Costa Alves 376,Maria Ortiz,29070450,5,false,"""Doces &amp; Bolos""","""$"""
Comarella Burger | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/comarella-burger-gloria/867000e3-d544-4972-9e43-5668e479ce3b,998481023,23529912000150,"rua santa terezinha, 844 848",glória,29106570,4.8,false,"""Hambúrguer""","""$$$"""
Chickens do Méqui - Espírito Santo (pci) | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/chickens-do-mequi---espirito-santo-pci-centro/ac5371a1-9a84-4091-9df6-f50b2c7007dd,21423283,62163962000208,Av. Princesa Isabel 287,Centro,29010361,4.8,false,"""Frangos""","""$"""
Ted&#x27;s Chippy - Maruípe | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/teds-chippy---maruipe-tabuazeiro/c18f27e0-77aa-406f-b7c8-0c8efc5a2652,32224840,40013477000126,Avenida Coronel José Martins de Figueiredo 349,Tabuazeiro,29043405,4.4,false,"""Lanches""","""$"""
Parmelazon Massas e marmitas  | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/parmelazon-massas-e-marmitas-jucutuquara/d6f472b4-a0db-43dc-93f1-679bad40fe9c,992285655,41943335000120,Rua Barão do Rio Branco 79,Jucutuquara,29040603,4.8,false,"""Comida Brasileira""","""$"""
Brasa &amp; Cia | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/brasa--cia-itapua/dba6e0da-f3e9-43de-b4ee-9b889b3c3462,995763300,43955173000176,Rua Goiânia 301,Itapuã,29101777,4.3,false,"""Comida Brasileira""","""$"""
Ninil Restaurante Express | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/ninil-restaurante-express-centro/ef9c5120-063b-46ef-b7c5-bda3e14e1e86,997459247,51023917000142,RUA BARAO DE ITAPEMIRIM 156,CENTRO,29010060,4.8,false,"""Marmita""","""$"""
Açaí Cremoso - Açaiteria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/acai-cremoso---acaiteria-bonfim/f3bec32c-4c32-4236-a6d3-a7a0a2342662,988118111,57581703000178,Av. Professor Hermínio Blackman 89,Bonfim,29047165,4.9,false,"""Açaí""","""$"""
Rei do Bolo | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/rei-do-bolo-gloria/19162aa1-5b60-429b-8330-c0394cdf94fc,40030053,11064767000109,Avenida Jerônimo Monteiro 1190,Glória,29122720,4.8,false,"""Doces &amp; Bolos""","""$$$"""
By Rock | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/by-rock-praia-do-canto/2c9871a4-26fa-48da-8f36-1334c6bd9728,989013186,43822745000149,Rua Eugênio Netto 82,Praia do Canto,29055270,4.7,false,"""Comida Brasileira""","""$$$$$"""
Sushi Rão - Vila Velha | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/sushi-rao---vila-velha-divino-espirito-santo/2d81b679-eab7-479c-9c45-91188ec6db89,998445725,51459622000113,AVENIDA LUCIANO DAS NEVES 1747,DIVINO ESPIRITO SANTO,29100201,4.6,false,"""Comida Japonesa""","""$"""
Ilha da Brasa | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/ilha-da-brasa-novo-mexico/3ba9f118-522c-494d-a4bd-b364bf89882d,998367587,59886212000160,Avenida Sérgio Cardoso 7,Novo México,29104025,4.8,false,"""Lanches""","""$"""
Komes &amp; Cia | CARIACICA | iFood,https://www.ifood.com.br/delivery/cariacica-es/komes--cia-jardim-america/43cd20a5-6dc3-423e-9908-eddee331aff1,32267829,39811476000148,R GUIANA 18,JARDIM AMERICA,29140250,4.9,false,"""Comida Brasileira""","""$$"""
Sobremesas do Méqui -  Espírito Santo (pci) | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/sobremesas-do-mequi----espirito-santo-pci-centro/494729b1-62f1-4ced-9bfe-5ccb6082414a,21423283,62163962000208,Av. Princesa Isabel 287,Centro,29010361,4.7,false,"""Sorvetes""","""$"""
"Comida Caseira, Casa D&#x27;Dalva delivery | VITORIA | iFood",https://www.ifood.com.br/delivery/vitoria-es/comida-caseira-casa-ddalva-delivery-forte-sao-joao/6e507e4f-3f1e-4bb8-9d21-7b29a27b72f1,998935163,50495088000138,Rua General Calmon 70,Forte São João,29017150,4.6,false,"""Comida Brasileira""","""$"""
Frangolândia - Bento Ferreira | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/frangolandia---bento-ferreira-bento-ferreira/994891f5-b9ad-48a3-b67f-5deac2142fdc,996402801,53253945000262,Avenida Carlos Moreira Lima 468,Bento Ferreira,29050652,4.4,false,"""Lanches""","""$"""
Pinti Lanches e Pizzaria | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/pinti-lanches-e-pizzaria-santa-rita/be548e11-bc66-45d9-9275-2f1b244e6c63,33916380,14647587000130,RUA DARCY VARGAS 331,SANTA RITA,29118530,4.8,false,"""Lanches""","""$"""
Açaí Lk | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/acai-lk-argolas/d6239c8a-d352-4dfb-a35b-aca779f5a807,995104183,52523223000137,Rua Conde Manoel Virgílio 1,Argolas,29114690,4.9,false,"""Açaí""","""$"""
Santo Açai | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/santo-acai-tabuazeiro/db82920a-cacd-4b85-9dc7-a51d9fe98423,996622353,36809009000195,Avenida Coronel José Martins de Figueiredo 965,Tabuazeiro,29048505,4.6,false,"""Açaí""","""$"""
Baybay Burguer | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/baybay-burguer-consolacao/eeb199d3-bf07-42b5-a12d-1fef2ad5fa5f,996986161,36617333000101,Rua Jolindo Gagno 31,Consolação,29045590,4.9,false,"""Lanches""","""$"""
Sweet Fit Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/sweet-fit-vitoria-santa-lucia/042c034c-ba6a-4de9-bb22-463f58518359,997793804,37450457000299,Rua Leonídio Pereira 64,Santa Lucia,29056320,5,false,"""Doces &amp; Bolos""","""$"""
FRANGUINHO ZÉ DA POLENTA | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/franguinho-ze-da-polenta-itarare/125d0311-7018-42eb-a684-0bdf38ec9dce,988796124,36800201000110,Avenida Robert Kennedy 59,Itararé,29047700,4.9,false,"""Lanches""","""$"""
Christyan Burguer | CARIACICA | iFood,https://www.ifood.com.br/delivery/cariacica-es/christyan-burguer-campina-grande/18ead2fd-ed40-4688-9326-d31e7f51c840,997343882,15156140000120,Rua São Sebastião 17,Campina Grande,29144457,4.7,false,"""Açaí""","""$"""
Mi Doces Confeitaria | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/mi-doces-confeitaria-alecrim/27fa7b97-56ef-45c5-827c-6fefb1c7dba2,998940786,59301984000193,Rua Augusta dos Anjos 10,Alecrim,29118220,5,false,"""Doces &amp; Bolos""","""$"""
Marlubiefun (doceria) | CARIACICA | iFood,https://www.ifood.com.br/delivery/cariacica-es/marlubiefun-doceria-operario/3bec6efd-47ea-41d4-b435-e565ba5ca5ca,996997557,44564983000164,Rua dos Comerciários 530,Operário,29148740,4.7,false,"""Doces &amp; Bolos""","""$"""
Mk Lanches e Açaí | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/mk-lanches-e-acai-ataide/41449cc5-6771-40e5-9cb4-cbb089ae6133,998840124,53850323000130,Rua Emídio Ferreira Sacramento 7,Ataíde,29118650,4.7,false,"""Lanches""","""$"""
Lau Sweeties Confeitaria (Praia do Suá) | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/lau-sweeties-confeitaria-praia-do-sua-praia-do-sua/44a3ad30-4f2d-4196-ba76-a48ac23e1b4c,995770179,49842071000120,Rua Desembargador Ferreira Coelho 113,Praia do Suá,29052210,4.8,false,"""Doces &amp; Bolos""","""$"""
Botequim São Paulo | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/botequim-sao-paulo-santa-lucia/6c35990f-4a09-4430-a100-cdc633f1b4aa,40030052,26230184000170,rua constante sodre 587,SANTA LUCIA,29056310,4.8,false,"""Comida Brasileira""","""$$$"""
Fast Nutri Praia do Canto | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/fast-nutri-praia-do-canto-praia-do-canto/7ec15222-765b-4a51-b933-c39675d00637,32279492,41004429000304,Avenida Rio Branco 1549,Praia do Canto,29055643,4.9,false,"""Cafeteria""","""$$$"""
Chocolateria Brasil | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/chocolateria-brasil-praia-do-canto/8a24bba8-149f-40db-b8b7-abed7c0119aa,995073130,44427162000186,Rua Joao da Silva Abreu 971,Praia do canto,29055450,4.8,false,"""Doces &amp; Bolos""","""$"""
Marmita Caseira da Vó Maria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/marmita-caseira-da-vo-maria-praia-do-sua/a5eca439-b76a-41ba-9452-43a296327683,08000009,60251272000196,Rua Ulisses Sarmento 420,Praia do Suá,29052320,4.4,false,"""Marmita""","""$"""
La Tetê Gourmet | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/la-tete-gourmet-vila-rubim/abd7e609-07f0-4281-9041-06437c27d3ab,995246064,44315429000143,Travessa Jair Miranda 31,Vila Rubim,29025024,4.7,false,"""Marmita""","""$"""
Pizzaria la Belly Forno a Lenha | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/pizzaria-la-belly-forno-a-lenha-cristovao-colombo/bf5b5d31-512d-4534-9fdf-3cf7dac4bd96,32992610,51100890000144,Rua Cristovão Colombo 669,Cristóvão Colombo,29106595,4.8,false,"""Pizza""","""$"""
Sorveteria Rocon | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/sorveteria-rocon-soteco/d826bda4-0803-4162-9a9c-1b9918d512a3,33394207,13135341000116,"rua olegário mariano,  1",Soteco,29106240,4.9,false,"""Sorvetes""","""$"""
Churrascaria Porteira | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/churrascaria-porteira-praia-da-costa/006c9c78-2870-4e6f-a708-52d19d9e9294,40030706,52882998000107,Avenida Champagnat 900,Praia da Costa,29101410,4.8,false,"""Comida Brasileira""","""$$$"""
Churrasquinho &amp; Cia | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/churrasquinho--cia-industrial/bb84561f-85cb-4bec-8e3c-1d7a753f7c9a,997726549,36769534000124,Rua Cassimiro de Abreu 150,Industrial,29118717,4.8,false,"""Carnes""","""$"""
Açai-deira | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/acai-deira-divino-espirito-santo/d8e1e9d5-d153-4958-b746-42f106cab4eb,996125389,36642706000102,Rua José Bernadino Sena 51,Divino Espírito Santo,29107105,4.8,false,"""Açaí""","""$$$"""
Tradicional Bolos e Tortas - Jd da Penha | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/tradicional-bolos-e-tortas---jd-da-penha-jardim-da-penha/daa0eaad-f1ff-4553-bc2d-8aab301ff7ac,40030053,27374356000141,Rua José Neves Cypreste 725,Jardim da Penha,29060300,4.8,false,"""Doces &amp; Bolos""","""$$"""
Bagueteria Gourmet | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/bagueteria-gourmet-maruipe/ff933c18-346a-440d-b130-0ced074ddbe4,998199047,43805643000115,Avenida Coronel José Martins de Figueiredo 960,Maruípe,29043405,4.6,false,"""Lanches""","""$"""
Rc Lanches | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/rc-lanches-aribiri/ffa3c0cb-eacc-4329-9d97-e302ae69472a,40032665,43838728000108,Rua das Goiabeiras 517,Aribiri,29120480,4.9,false,"""Lanches""","""$"""
Sahib Vila Nova | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/sahib-vila-nova-jardim-colorado/3e665d8f-7bfa-45da-9093-3fcd06ae46d5,30612458,33068219000181,Rua Cravo 207,Jardim Colorado,29104585,4.3,false,"""Comida Árabe""","""$$"""
40 Sabores - Tabuazeiro | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/40-sabores---tabuazeiro-tabuazeiro/434fbcfd-eb1a-4d4d-96b4-575430494bcc,996622353,45726736000180,Avenida Coronel José Martins de Figueiredo 965,Tabuazeiro,29048505,4.6,false,"""Sorvetes""","""$"""
Restaurante Minerin | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/restaurante-minerin-gloria/48e3ec4d-c99a-4448-9f1b-2427ad389b9d,992288665,04044403000193,Rua Santa Rosa 195,Glória,29122290,4.9,false,"""Comida Brasileira""","""$"""
Ale do Pudim - Praia do Canto | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/ale-do-pudim---praia-do-canto-praia-do-canto/5a345124-de5c-4375-b119-1b2ad47e836e,993223443,53982430000112,Rua João da Silva Abreu 971,Praia do Canto,29055450,5,false,"""Doces &amp; Bolos""","""$"""
Restaurante Salsinha e Cebolinha- | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/restaurante-salsinha-e-cebolinha--nazareth/66f7857c-f3dc-47aa-8b5d-a56c25a58a9a,995202026,09651539000185,R PADRE GUILHERME PORTER 21,NAZARETH,29041235,4.9,false,"""Marmita""","""$"""
Ajellso Sorvetes | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/ajellso-sorvetes-santa-monica-popular/753a170e-30ef-4230-aeef-84a3e002f688,33396612,27386937000101,Rua Vinte e Oito 187,Santa Mônica Popular,29105480,5,false,"""Sorvetes""","""$$$"""
Restaurante Fritu&#x27;s | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/restaurante-fritus-aribiri/80125145-98d4-4f93-8c43-24c6af2b2fae,996972728,32144803000106,Beco São Luiz 450,Aribiri,29120312,4.8,false,"""Marmita""","""$$$"""
Thomazin Açai | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/thomazin-acai-nova-itaparica/844a6faf-2b58-4482-92bb-30fa7a3f8eaa,999578653,34374765000103,Avenida Anders 55,Nova Itaparica,29104210,4.5,false,"""Açaí""","""$"""
Padaria e Confeitaria Moriá | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/padaria-e-confeitaria-moria-novo-mexico/84c9d0f9-7442-4175-bfc6-058d01007ca7,33890766,26325489000165,Rua Leila Diniz 602,Novo México,29104070,4.9,false,"""Padaria""","""$"""
Cuñas Smash&#x27;s e Combos | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/cunas-smashs-e-combos-jardim-colorado/a9223804-1374-4fa7-aa2e-dcff65be7081,997197643,63399481000170,Rua Jasmim 87,Jardim Colorado,29104580,4.8,false,"""Lanches""","""$"""
Refeições Delivery - Comida Brasileira | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/refeicoes-delivery---comida-brasileira-de-lourdes/c9c01cb1-61da-4c9c-8db4-f67011bad09b,996279874,43923967000158,Avenida Marechal Campos 459,de Lourdes,29042755,4.5,false,"""Comida Brasileira""","""$"""
Resenha Burger - Hamburgueria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/resenha-burger---hamburgueria-bento-ferreira/ccd68ead-3872-4571-bd1b-914133b4e6c7,997179771,41458077000197,Avenida Carlos Moreira Lima 95,Bento Ferreira,29050653,4.9,false,"""Lanches""","""$"""
Almoço do Moço - Restaurante | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/almoco-do-moco---restaurante-itarare/e684d70f-e249-4b85-bdbe-dc275d854803,998666349,61763533000110,Rua Doutor Arlindo Sodré 686,Itararé,29047500,4.8,false,"""Comida Brasileira""","""$"""
Petit Doceria - Bolos e Doces Artesanais | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/petit-doceria---bolos-e-doces-artesanais-jardim-camburi/040f1c2b-04a1-491e-998e-b35a146ff640,40030053,63238014000168,Rua Welington de Freitas 375,Jardim Camburi,29090240,4.9,false,"""Doces &amp; Bolos""","""$$$"""
Casa Chocolateria Brasil - Santa Lúcia | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/casa-chocolateria-brasil---santa-lucia-santa-lucia/0f2c150a-8f6d-4a2d-bf02-37738dab3f30,995049611,09573310000170,Rua Aleixo Netto 195,Santa Lúcia,29056115,4.8,false,"""Doces &amp; Bolos""","""$"""
Mandando Brasa Burguer | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/mandando-brasa-burguer-jardim-da-penha/52b682e8-5189-4e78-92e9-3f003d30b078,998127364,28552265000111,Rua Arthur Czartoryski 0,Jardim da Penha,29060370,4.8,false,"""Lanches""","""$"""
Marmitex da Gih | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/marmitex-da-gih-consolacao/55ace5e7-2fe6-4a69-91c8-03cce15931f2,997865826,42887824000256,Rua Antônio Aleixo 704,Consolação,29045660,4.6,false,"""Marmita""","""$"""
Stracks Delivery | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/stracks-delivery-cobilandia/5c6402ef-2ae4-4fdb-addf-e500d718c5f7,988010839,41173570000160,Avenida Carlos Lindenberg 6099,Cobilândia,29111165,5,false,"""Lanches""","""$"""
Mage Burger - Lanches | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/mage-burger---lanches-jardim-da-penha/7aca0cd2-76f9-49da-9bc7-0dca272a5ccb,998648460,40887760000187,Rua Carijós 720,Jardim da Penha,29060700,4.8,false,"""Lanches""","""$"""
Griletto - Shopping Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/griletto---shopping-vitoria-enseada-do-sua/a9b99866-26cb-4fea-9ca4-4b6029ae00a4,40030053,35722153000127,av americo buaiz 200,enseada do suá,29050902,4.7,false,"""Comida Brasileira""","""$"""
Panela Quente - Marmita Quentinha | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/panela-quente---marmita-quentinha-praia-do-sua/c715caff-0358-4c48-ad97-7f02af5b018a,40032665,60295501000174,Rua Ulisses Sarmento 420,Praia do Suá,29052320,4.2,false,"""Comida Brasileira""","""$"""
Doce Nay Confeitaria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/doce-nay-confeitaria-gurigica/ce7e3921-7183-4f69-b220-63116b9ad264,997913843,57081977000106,Rua Desembargador Gilson Mendonça 1151 1151,Gurigica,29045520,5,false,"""Doces &amp; Bolos""","""$"""
"Cantina Di&#x27;Carolla - Massas, Risottos, Nhoques, Parmegianas, Capelettis | VITORIA | iFood",https://www.ifood.com.br/delivery/vitoria-es/cantina-dicarolla---massas-risottos-nhoques-parmegianas-capelettis-jucutuquara/ee53fa3a-5f23-4429-ad32-54a627612ac1,997961293,49083956000193,Rua Lisandro Nicoletti 228,Jucutuquara,29040660,4.9,false,"""Comida Italiana""","""$"""
G! Chicken and burger | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/g-chicken-and-burger-alecrim/f8bc7ece-bb28-40a1-aa25-e25a4c82b1a9,998185388,55239382000100,Rua Curupati 74,Alecrim,29118116,4.5,false,"""Lanches""","""$"""
Coxinha e Salgados Kafua  | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/coxinha-e-salgados-kafua-novo-mexico/49d18331-693b-4bc7-a733-71c0a8f09b9b,999215369,35585111000191,Rua Copo de Leite 279,Novo México,29104095,4.8,false,"""Salgados""","""$$$"""
Paraíso do Açai | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/paraiso-do-acai-santa-ines/962dd1b3-5bd0-4051-8725-e138c9595244,992593356,53525381000199,Rua Godofredo Schineider 36,Santa Inês,29108110,4.9,false,"""Açaí""","""$"""
Panificadora Fratelli | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/panificadora-fratelli-cocal/adab89f5-3232-4645-be49-e2efc75fec9a,998373474,63531507000191,Avenida João Mendes 170,Cocal,29105655,4.9,false,"""Padaria""","""$"""
Supremo Hamburgueria - Vila Velha | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/supremo-hamburgueria---vila-velha-praia-da-costa/ee752a1f-de62-44d4-996d-cb0cd6e271ac,999685989,59505436000185,Rua Inácio Higino 700,Praia da Costa,29101094,4.6,false,"""Lanches""","""$"""
"Chup Chup Gourmet R&amp;a (geladinho,sacolé,sorvete.) | VILA VELHA | iFood",https://www.ifood.com.br/delivery/vila-velha-es/chup-chup-gourmet-ra-geladinhosacolesorvete-garoto/0262da45-5c44-4195-aa03-3b29d789a295,998108057,38497094000129,Rua Missionário Jesuíta 268,Garoto,29121025,4.8,false,"""Sorvetes""","""$"""
Sodiê Doces - Vitória Santa Lúcia | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/sodie-doces---vitoria-santa-lucia-santa-lucia/267c25e1-126d-41e3-9bfb-3ca655fa55aa,31002122,21600761000154,Av. Rio Branco 227,Santa Lucia,29056255,4.9,false,"""Doces &amp; Bolos""","""$$$$"""
Restaurante Galetinho | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/restaurante-galetinho-centro-de-vila-velha/36da8623-f952-446b-9100-29f2e9465ce8,33291587,00930023000103,Rua Luciano das Neves 571,Centro de Vila Velha,29100200,4.9,false,"""Comida Brasileira""","""$$$"""
Casa do Bolo Gelado | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/casa-do-bolo-gelado-solon-borges/3a629e13-baae-46ff-ab7c-f8a4d8d6c95e,998570403,44856705000180,Rua Robson Medeiros Mascarenhas 24,Solon Borges,29072095,4.8,false,"""Doces &amp; Bolos""","""$"""
